"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa"
"me.umov.scheduler.domain.recurrence.WeeklyRecurrenceGeneratorStrategy",26,2,1,4,4,1,0,3,1
"me.umov.scheduler.domain.workcycle.WorkCycleCreationStep",25,3,3,3,4,2,0,3,2
"me.umov.scheduler.domain.taskschedule.TaskCreationStep",24,3,3,3,4,2,0,3,2
"me.umov.scheduler.infrastructure.serialization.LocalDateSerializationAdapter",24,2,2,6,9,0,1,3,0
"me.umov.scheduler.domain.OperationResult",23,5,5,5,1,0,0,0,3
"me.umov.scheduler.domain.taskschedule.TaskScheduleCurrentCycleIdentificationStep",23,3,3,3,5,2,0,3,1
"me.umov.scheduler.domain.taskschedule.TaskScheduleStateUpdateStep",23,3,3,3,5,3,0,4,1
"me.umov.scheduler.domain.workcycle.WorkCycleStateUpdateStep",23,3,3,3,5,3,0,4,1
"me.umov.scheduler.domain.chain.ScheduleChainProcessorImpl",23,3,1,3,5,1,0,3,1
"me.umov.scheduler.infrastructure.serialization.TeamExecutionSerializationAdapter",23,2,2,4,8,0,1,2,0
"me.umov.scheduler.infrastructure.serialization.ScheduleTypeSerializationAdapter",23,2,2,4,8,0,1,2,0
"me.umov.scheduler.domain.specification.BaseValidator",23,2,2,3,4,0,2,1,0
"me.umov.scheduler.domain.recurrence.RecurrenceEndsConfiguration",22,4,4,4,1,0,1,0,3
"me.umov.scheduler.domain.exception.SchedulerException",21,4,3,4,2,0,3,3,2
"me.umov.scheduler.domain.specification.itinerary.ShouldHaveAtLeastOneActiveAgentWithAgentRelationship",21,1,1,3,6,3,1,4,0
"me.umov.scheduler.domain.specification.itinerary.ShouldHaveAtLeastOneActiveTeamWithTeamRelationship",21,1,1,3,6,3,1,4,0
"me.umov.scheduler.domain.workcycle.request.RequestFactory",21,1,1,3,6,4,1,5,1
"me.umov.scheduler.domain.workcycle.CreatedWorkCycle",20,4,4,4,0,0,0,0,3
"me.umov.scheduler.domain.workcycle.request.RequestBuilder",20,4,2,4,3,2,3,3,1
"me.umov.scheduler.application.ScheduledItem",20,4,4,4,1,0,1,2,2
"me.umov.scheduler.domain.specification.itinerary.TaskScheduleValidator",20,1,1,1,6,3,1,4,0
"me.umov.scheduler.infrastructure.business.BusinessPayload",19,4,3,4,0,0,0,0,2
"me.umov.scheduler.domain.workcycle.request.RequestDTO",19,3,3,3,3,2,3,2,2
"me.umov.scheduler.infrastructure.serialization.TaskActivityOriginSerializationAdapter",19,2,2,2,8,0,1,2,0
"me.umov.scheduler.infrastructure.serialization.BooleanStatusSerializationAdapter",19,2,2,2,8,0,1,2,0
"me.umov.scheduler.domain.specification.AndSpecification",19,2,2,4,2,0,1,1,2
"me.umov.scheduler.domain.specification.OrSpecification",19,2,2,4,2,0,1,1,2
"me.umov.scheduler.application.VersionController",18,2,2,2,4,0,0,1,1
"me.umov.scheduler.domain.specification.itinerary.ShouldHaveAtLeastOneActiveServiceLocal",18,1,1,2,5,3,2,4,0
"me.umov.scheduler.domain.specification.itinerary.WorkCycleValidator",18,1,1,1,6,3,1,4,0
"me.umov.scheduler.infrastructure.jpa.converter.RecurrenceEndTypeConverter",17,2,2,3,3,0,0,1,0
"me.umov.scheduler.infrastructure.jpa.converter.ActivityCycleConverter",17,2,2,3,3,0,0,1,0
"me.umov.scheduler.infrastructure.jpa.converter.TaskScheduleActivityOriginConverter",17,2,2,3,3,0,0,1,0
"me.umov.scheduler.infrastructure.jpa.converter.TeamExecutionConverter",17,2,2,3,3,0,0,1,0
"me.umov.scheduler.infrastructure.jpa.converter.ItineraryAgentRelationConverter",17,2,2,3,3,0,0,1,0
"me.umov.scheduler.infrastructure.jpa.converter.RecurrenceRepeatModeConverter",17,2,2,3,3,0,0,1,0
"me.umov.scheduler.infrastructure.jpa.converter.ScheduleTypeConverter",17,2,2,3,3,0,0,1,0
"me.umov.scheduler.infrastructure.jpa.converter.BooleanStatusConverter",17,2,2,3,3,0,0,1,0
"me.umov.scheduler.domain.recurrence.RecurrenceRepeatConfiguration",16,3,3,3,0,0,1,0,2
"me.umov.scheduler.anticorruption.ItineraryScheduleConverterImpl",16,1,1,1,6,4,0,5,1
"me.umov.scheduler.domain.specification.itinerary.ShouldBeOnNextProcessDate",16,1,1,2,6,3,2,4,0
"me.umov.scheduler.domain.specification.itinerary.ShouldBeActive",16,1,1,2,6,3,2,4,0
"me.umov.scheduler.domain.chain.Chain",16,1,1,3,1,0,2,0,1
"me.umov.scheduler.domain.recurrence.DailyRecurrenceGeneratorStrategy",15,1,1,2,4,1,0,2,0
"me.umov.scheduler.domain.Identifier",13,3,3,3,0,0,2,0,1
"me.umov.scheduler.infrastructure.serialization.AnnotationExcludeSerializationStrategy",13,2,2,2,2,0,1,1,0
"me.umov.scheduler.infrastructure.configuration.JwtConfiguration",13,1,1,1,5,0,0,1,0
"me.umov.scheduler.domain.recurrence.MonthlyRecurrenceGeneratorStrategy",12,1,1,1,4,1,0,2,0
"me.umov.scheduler.SchedulerApplication",12,0,1,1,4,0,0,0,0
"me.umov.scheduler.domain.TaskActivity",11,2,2,2,0,0,0,0,1
"me.umov.scheduler.domain.workcycle.WorkCycleCreateResponse",11,2,2,2,1,0,1,0,1
"me.umov.scheduler.domain.repository.BaseRepository",11,2,2,2,4,0,3,1,0
"me.umov.scheduler.domain.taskschedule.TaskScheduleChain",11,1,1,1,3,2,0,3,0
"me.umov.scheduler.domain.recurrence.RecurrenceGenerator",11,1,1,1,3,1,1,1,0
"me.umov.scheduler.domain.workcycle.WorkCycleChain",11,1,1,1,3,2,0,3,0
"me.umov.scheduler.domain.specification.CompositeSpecification",10,3,3,3,0,0,7,1,0
"me.umov.scheduler.domain.recurrence.RecurrenceGeneratorStrategy",10,2,2,2,4,1,1,1,0
"me.umov.scheduler.domain.Activity",10,2,2,2,0,0,1,0,1
"me.umov.scheduler.domain.exception.ResourceNotFoundException",10,2,2,2,0,0,0,2,1
"me.umov.scheduler.domain.repository.SystemParametersRepository",9,1,1,1,4,2,1,3,0
"me.umov.scheduler.domain.recurrence.Recurrent",7,3,3,3,1,1,1,1,0
"me.umov.scheduler.domain.specification.ISpecification",6,3,3,3,0,0,3,0,0
"me.umov.scheduler.domain.chain.ChainStep",6,3,3,3,0,0,8,0,0
"me.umov.scheduler.domain.repository.ItineraryRepository",6,0,0,1,2,1,0,2,0
"me.umov.scheduler.domain.repository.ItineraryTaskRepository",6,0,0,1,2,1,1,2,0
"me.umov.scheduler.domain.repository.ItineraryScheduleRepository",6,0,0,1,2,1,3,2,0
"me.umov.scheduler.domain.workcycle.WorkCycleManager",5,1,1,1,1,0,1,0,0
"me.umov.scheduler.domain.BatchTaskSaver",5,1,1,1,1,0,1,0,0
"me.umov.scheduler.domain.chain.ScheduleChainProcessor",5,1,1,1,1,1,3,1,0
"me.umov.scheduler.application.ItineraryScheduleConverter",5,1,1,1,1,1,1,1,0
"me.umov.scheduler.infrastructure.configuration.SpringConfiguration",4,1,1,1,0,0,3,0,0
"me.umov.scheduler.domain.CronDisabler",4,1,1,1,0,0,2,0,0
"me.umov.scheduler.domain.ClientModel",4,1,1,1,0,0,13,0,0
"me.umov.scheduler.domain.SchedulerConstants",4,0,0,1,0,0,0,0,1
