"type","dep","i-dep","fan-in","fan-out"
"me.umov.scheduler.infrastructure.jpa.converter.ScheduleTypeConverter",3,0,0,1
"me.umov.scheduler.infrastructure.jpa.converter.BooleanStatusConverter",3,0,0,1
"me.umov.scheduler.domain.recurrence.RecurrenceRepeatConfiguration",0,0,1,0
"me.umov.scheduler.anticorruption.ItineraryScheduleConverterImpl",6,4,0,5
"me.umov.scheduler.domain.specification.itinerary.ShouldBeOnNextProcessDate",6,3,2,4
"me.umov.scheduler.domain.specification.itinerary.ShouldBeActive",6,3,2,4
"me.umov.scheduler.domain.chain.Chain",1,0,2,0
"me.umov.scheduler.domain.recurrence.DailyRecurrenceGeneratorStrategy",4,1,0,2
"me.umov.scheduler.domain.Identifier",0,0,2,0
"me.umov.scheduler.infrastructure.serialization.AnnotationExcludeSerializationStrategy",2,0,1,1
"me.umov.scheduler.infrastructure.configuration.JwtConfiguration",5,0,0,1
"me.umov.scheduler.domain.recurrence.MonthlyRecurrenceGeneratorStrategy",4,1,0,2
"me.umov.scheduler.SchedulerApplication",4,0,0,0
"me.umov.scheduler.domain.TaskActivity",0,0,0,0
"me.umov.scheduler.domain.workcycle.WorkCycleCreateResponse",1,0,1,0
"me.umov.scheduler.domain.repository.BaseRepository",4,0,3,1
"me.umov.scheduler.domain.taskschedule.TaskScheduleChain",3,2,0,3
"me.umov.scheduler.domain.recurrence.RecurrenceGenerator",3,1,1,1
"me.umov.scheduler.domain.workcycle.WorkCycleChain",3,2,0,3
"me.umov.scheduler.domain.specification.CompositeSpecification",0,0,7,1
"me.umov.scheduler.domain.recurrence.RecurrenceGeneratorStrategy",4,1,1,1
"me.umov.scheduler.domain.Activity",0,0,1,0
"me.umov.scheduler.domain.exception.ResourceNotFoundException",0,0,0,2
"me.umov.scheduler.domain.repository.SystemParametersRepository",4,2,1,3
"me.umov.scheduler.domain.recurrence.Recurrent",1,1,1,1
"me.umov.scheduler.domain.specification.ISpecification",0,0,3,0
"me.umov.scheduler.domain.chain.ChainStep",0,0,8,0
"me.umov.scheduler.domain.repository.ItineraryRepository",2,1,0,2
"me.umov.scheduler.domain.repository.ItineraryTaskRepository",2,1,1,2
"me.umov.scheduler.domain.repository.ItineraryScheduleRepository",2,1,3,2
"me.umov.scheduler.domain.workcycle.WorkCycleManager",1,0,1,0
"me.umov.scheduler.domain.BatchTaskSaver",1,0,1,0
"me.umov.scheduler.domain.chain.ScheduleChainProcessor",1,1,3,1
"me.umov.scheduler.application.ItineraryScheduleConverter",1,1,1,1
"me.umov.scheduler.infrastructure.configuration.SpringConfiguration",0,0,3,0
"me.umov.scheduler.domain.CronDisabler",0,0,2,0
"me.umov.scheduler.domain.ClientModel",0,0,13,0
"me.umov.scheduler.domain.SchedulerConstants",0,0,0,0
