"method","loc","cyclo","calls","nbd","param"
"me.umov.business.shared.specification.rule.EntityConstraintValidator.validateConstraints(T entity)",7,2,10,0,1
"me.umov.business.shared.specification.domain.SpecificationResult.notSatisfied(List<String>... messages)",7,2,6,0,1
"me.umov.business.taskschedule.domain.ItineraryCronService.disableCronFor(Itinerary itinerary)",7,2,6,0,1
"me.umov.business.taskschedule.domain.ItineraryScheduleCronService.disableCronFor(ItinerarySchedule itinerarySchedule)",7,2,6,0,1
"me.umov.business.domain.rule.task.ShouldInitiateToday.processRule()",7,2,5,0,0
"me.umov.business.domain.rule.task.ShouldBeActive.processRule()",7,2,4,0,0
"me.umov.business.domain.rule.task.ShouldBeInPreparation.processRule()",7,2,4,0,0
"me.umov.business.domain.rule.task.ShouldHaveTeam.processRule()",7,2,3,0,0
"me.umov.business.domain.rule.task.ShouldNotHaveAgent.processRule()",6,2,3,0,0
"me.umov.business.application.controller.TaskTypeController.byId(@PathVariable Long id)",6,2,2,0,1
