"type","sloc","nom","npm","wmc","dep","i-dep","fan-in","fan-out","noa"
"edu.umd.cs.findbugs.ba.bcp.Invoke",119,14,12,26,13,6,0,11,12
"edu.umd.cs.findbugs.gui2.Driver",119,6,6,25,9,6,2,12,4
"edu.umd.cs.findbugs.visitclass.Util",119,5,5,36,16,1,7,3,0
"edu.umd.cs.findbugs.ba.interproc.ParameterProperty",118,19,18,26,2,0,10,3,3
"edu.umd.cs.findbugs.gui2.SplitLayout",118,12,11,11,16,1,1,6,7
"edu.umd.cs.findbugs.util.LaunchBrowser",118,7,1,19,9,1,8,10,8
"edu.umd.cs.findbugs.Footprint",117,11,11,19,4,0,3,7,12
"edu.umd.cs.findbugs.sourceViewer.JavaSourceDocument",117,6,6,12,19,4,2,5,14
"edu.umd.cs.findbugs.detect.FieldItemSummary",117,5,5,40,17,13,0,16,3
"edu.umd.cs.findbugs.ba.SourceFile",116,14,10,24,4,0,8,5,8
"edu.umd.cs.findbugs.FindBugsTestCase",116,7,3,14,6,1,1,7,3
"edu.umd.cs.findbugs.AnalysisError",115,14,13,34,2,0,4,5,6
"edu.umd.cs.findbugs.ba.LockAnalysis",115,12,10,34,11,5,1,9,6
"edu.umd.cs.findbugs.gui2.SorterDialog",114,11,7,14,19,0,1,7,4
"edu.umd.cs.findbugs.detect.NumberConstructor",114,8,5,22,13,6,0,11,5
"edu.umd.cs.findbugs.detect.ConfusionBetweenInheritedAndOuterMethod",114,5,5,33,13,8,0,10,3
"edu.umd.cs.findbugs.detect.NoteSuppressedWarnings",113,8,6,20,23,16,1,21,2
"edu.umd.cs.findbugs.workflow.FileBugHash",113,6,7,25,15,7,2,15,4
"edu.umd.cs.findbugs.AddMessages",113,5,3,16,11,1,1,7,2
"edu.umd.cs.findbugs.classfile.analysis.AnnotationValue",112,20,17,17,8,3,14,9,6
"edu.umd.cs.findbugs.detect.ReadReturnShouldBeChecked",112,6,3,44,9,7,0,11,8
"edu.umd.cs.findbugs.ba.vna.ValueNumberSourceInfo",110,6,6,29,14,9,11,10,0
"edu.umd.cs.findbugs.gui2.SpringUtilities",110,4,3,12,4,0,0,3,0
"edu.umd.cs.findbugs.detect.FindUncalledPrivateMethods",110,4,4,34,16,7,0,11,4
"edu.umd.cs.findbugs.ba.interproc.PropertyDatabase",109,15,10,22,20,4,3,8,1
"edu.umd.cs.findbugs.cloud.CloudFactory",109,5,5,15,13,6,3,13,7
"edu.umd.cs.findbugs.ba.AbstractClassMember",108,18,17,22,4,2,2,5,6
"edu.umd.cs.findbugs.ba.heap.FieldSetAnalysis",108,15,11,27,15,7,2,9,2
"edu.umd.cs.findbugs.classfile.impl.ClassPathImpl",108,10,9,23,11,5,1,8,3
"edu.umd.cs.findbugs.FindBugsCommandLine",108,8,6,23,7,2,2,7,3
"edu.umd.cs.findbugs.detect.InheritanceUnsafeGetResource",108,5,4,30,13,7,0,11,9
"edu.umd.cs.findbugs.props.WarningPropertyUtil",108,5,2,17,17,10,4,11,1
"edu.umd.cs.findbugs.StringAnnotation",107,17,17,21,4,3,17,8,15
"edu.umd.cs.findbugs.ba.NullnessAnnotationDatabase",107,9,9,47,4,3,2,8,0
"edu.umd.cs.findbugs.detect.SynchronizeOnClassLiteralNotGetClass",106,3,3,26,9,7,0,9,4
"edu.umd.cs.findbugs.ba.FrameDataflowAnalysis",105,13,10,31,2,0,5,2,0
"edu.umd.cs.findbugs.detect.CheckAnalysisContextContainedAnnotation",105,7,5,32,18,11,0,15,5
"edu.umd.cs.findbugs.detect.BuildNonNullAnnotationDatabase",105,6,4,22,16,8,2,12,3
"edu.umd.cs.findbugs.detect.SynchronizingOnContentsOfFieldToProtectField",105,3,3,27,8,6,0,7,6
"edu.umd.cs.findbugs.ba.obl.ObligationFactory",104,12,12,21,15,5,3,8,2
"edu.umd.cs.findbugs.classfile.impl.DirectoryCodeBase",104,12,12,18,13,4,1,11,4
"edu.umd.cs.findbugs.util.HTML",104,11,3,23,12,0,1,3,2
"edu.umd.cs.findbugs.workflow.TestingGround",103,6,7,29,8,6,0,10,1
"edu.umd.cs.findbugs.anttask.SetBugDatabaseInfoTask",102,17,11,28,1,0,0,3,9
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierAnnotation",102,12,9,13,7,1,8,3,7
"edu.umd.cs.findbugs.visitclass.AnnotationVisitor",102,7,5,19,15,2,8,5,1
"edu.umd.cs.findbugs.bugReporter.SuppressionDecorator",102,3,2,21,15,6,0,10,3
"edu.umd.cs.findbugs.detect.FindBugsSummaryStats",101,13,13,16,16,9,0,13,10
"edu.umd.cs.findbugs.detect.BuildCheckReturnAnnotationDatabase",101,4,2,23,14,5,1,9,2
"edu.umd.cs.findbugs.ba.type.TypeFrame",100,15,14,24,4,2,27,6,1
"edu.umd.cs.findbugs.anttask.ConvertXmlToTextTask",100,13,9,30,3,1,0,3,6
"edu.umd.cs.findbugs.detect.URLProblems",100,7,7,21,12,7,0,10,10
"edu.umd.cs.findbugs.detect.SynchronizationOnSharedBuiltinConstant",100,5,3,17,16,11,0,16,7
"edu.umd.cs.findbugs.detect.VarArgsProblems",100,3,3,29,7,5,0,8,12
"edu.umd.cs.findbugs.jaif.JAIFScannerTest",99,13,11,13,2,0,0,2,0
"edu.umd.cs.findbugs.SloppyBugComparator",99,9,3,29,3,3,2,7,2
"edu.umd.cs.findbugs.detect.TestDataflowAnalysis",99,6,4,13,18,17,0,25,4
"edu.umd.cs.findbugs.detect.InefficientToArray",99,5,5,19,15,9,0,13,9
"edu.umd.cs.findbugs.ba.ch.ClassVertex",97,20,15,24,5,3,2,5,7
"edu.umd.cs.findbugs.detect.FindComparatorProblems",96,6,5,23,14,9,0,14,6
"edu.umd.cs.findbugs.workflow.UnionResults",96,5,4,16,11,8,1,15,2
"edu.umd.cs.findbugs.detect.AtomicityProblem",96,4,4,31,9,7,0,10,4
"edu.umd.cs.findbugs.detect.SuspiciousThreadInterrupted",96,4,4,36,8,5,0,8,8
"edu.umd.cs.findbugs.util.Multiset",95,15,15,24,8,0,2,9,1
"edu.umd.cs.findbugs.gui2.FBFileChooser",95,10,6,12,11,1,4,5,0
"edu.umd.cs.findbugs.classfile.engine.ClassParserUsingBCEL",95,9,7,9,20,10,0,13,4
"edu.umd.cs.findbugs.ba.vna.MergeTree",95,6,5,22,6,1,2,5,3
"edu.umd.cs.findbugs.xml.Dom4JXMLOutput",94,16,16,20,5,0,1,2,1
"edu.umd.cs.findbugs.AppVersion",94,15,15,16,5,3,8,9,6
"edu.umd.cs.findbugs.ba.bcp.PatternElementMatch",94,13,13,25,2,1,3,4,5
"edu.umd.cs.findbugs.util.FractionalMultiset",94,13,12,21,7,0,0,9,1
"edu.umd.cs.findbugs.ba.URLClassPathRepository",94,11,10,23,7,1,0,7,4
"edu.umd.cs.findbugs.detect.FindSleepWithLockHeld",94,6,3,18,19,11,0,14,2
"edu.umd.cs.findbugs.tools.junit.JUnitJarRunner",94,6,6,17,12,0,1,9,2
"edu.umd.cs.findbugs.detect.TrainFieldStoreTypes",94,4,3,16,23,15,0,18,2
"edu.umd.cs.findbugs.detect.XMLFactoryBypass",94,4,4,17,9,4,0,9,5
"edu.umd.cs.findbugs.tools.FilterAndCombineBitfieldPropertyDatabase",94,2,1,20,15,1,0,10,3
"edu.umd.cs.findbugs.gui2.BugAspects",93,18,18,22,3,1,5,5,5
"edu.umd.cs.findbugs.ba.ca.CallList",93,16,16,26,2,0,3,4,2
"edu.umd.cs.findbugs.bcel.BCELUtil",93,12,12,21,17,5,26,7,2
"edu.umd.cs.findbugs.graph.AbstractVertex",93,11,11,23,0,0,5,4,3
"edu.umd.cs.findbugs.ba.PruneInfeasibleExceptionEdges",93,6,6,16,11,4,1,9,8
"edu.umd.cs.findbugs.workflow.RebornIssues",93,6,7,25,11,5,1,11,1
"edu.umd.cs.findbugs.ba.generic.TestGenericObjectType",93,6,5,14,7,0,0,3,7
"edu.umd.cs.findbugs.classfile.FieldOrMethodDescriptor",92,13,11,26,1,0,9,3,6
"edu.umd.cs.findbugs.graph.StronglyConnectedComponents",92,11,9,15,4,0,0,4,3
"edu.umd.cs.findbugs.classfile.engine.bcel.AnalysisFactory",91,17,3,17,19,15,32,17,3
"edu.umd.cs.findbugs.ba.MethodHash",91,14,13,21,4,1,2,5,5
"edu.umd.cs.findbugs.anttask.ComputeBugHistoryTask",91,13,9,22,4,0,0,1,8
"edu.umd.cs.findbugs.ba.obl.ObligationSet",91,11,10,22,1,0,3,4,4
"edu.umd.cs.findbugs.config.ProjectFilterSettingsTest",91,9,8,11,4,2,0,4,6
"edu.umd.cs.findbugs.gui2.DisplayNonmodelMessage",91,5,4,4,14,0,0,2,5
"edu.umd.cs.findbugs.workflow.ListBugDatabaseInfo",91,4,4,11,13,8,0,12,2
"edu.umd.cs.findbugs.ba.vna.ValueNumber",90,13,11,18,2,2,46,5,10
"edu.umd.cs.findbugs.workflow.TreemapVisualization",90,5,5,21,10,7,1,12,4
"edu.umd.cs.findbugs.detect.BuildNonnullReturnDatabase",90,3,1,16,19,13,1,15,4
"edu.umd.cs.findbugs.detect.ExplicitSerialization",90,3,3,17,17,13,0,16,6
"edu.umd.cs.findbugs.ba.TargetEnumeratingVisitor",89,12,12,19,10,0,1,3,4
"edu.umd.cs.findbugs.BugCollectionBugReporter",89,12,11,19,7,4,4,9,3
"edu.umd.cs.findbugs.gui2.GUI2CommandLine",89,10,8,23,4,1,1,8,5
"edu.umd.cs.findbugs.gui.AnnotatedString",89,7,7,21,8,2,4,9,2
"edu.umd.cs.findbugs.detect.WaitInLoop",89,5,3,37,5,4,0,9,8
"edu.umd.cs.findbugs.classfile.engine.AbstractMethodVisitor",88,23,23,23,5,1,1,3,0
"edu.umd.cs.findbugs.workflow.FindSeqNumTest",88,19,18,20,10,1,0,3,2
"edu.umd.cs.findbugs.ba.jsr305.ValidationSecurityManager",88,6,3,21,5,0,1,9,3
"edu.umd.cs.findbugs.detect.HugeSharedStringConstants",88,5,5,18,14,6,0,13,5
"edu.umd.cs.findbugs.BugCollection",87,52,52,52,16,3,40,4,14
"edu.umd.cs.findbugs.ba.npe.PointerUsageRequiringNonNullValue",87,20,20,11,4,3,2,4,3
"edu.umd.cs.findbugs.ba.ca.CallListAnalysis",87,13,12,16,16,9,1,11,2
"edu.umd.cs.findbugs.EmacsBugReporter",87,6,3,12,9,3,1,7,2
"edu.umd.cs.findbugs.detect.EqualsOperandShouldHaveClassCompatibleWithThis",87,4,3,25,16,14,0,18,3
"edu.umd.cs.findbugs.ba.ExceptionHandlerMap",86,7,4,19,10,1,1,2,3
"edu.umd.cs.findbugs.IGuiCallback",85,29,29,29,6,1,8,1,13
"edu.umd.cs.findbugs.charsets.UTF8",85,16,16,16,17,0,30,2,2
"edu.umd.cs.findbugs.ba.AbstractDominatorsAnalysis",85,13,13,18,4,0,2,2,2
"edu.umd.cs.findbugs.ba.jsr305.ForwardTypeQualifierDataflowFactory",85,3,1,4,20,13,2,14,0
"edu.umd.cs.findbugs.classfile.engine.ClassDataAnalysisEngine",84,9,9,13,13,11,1,17,1
"edu.umd.cs.findbugs.detect.NoteDirectlyRelevantTypeQualifiers",84,6,5,20,19,14,0,18,2
"edu.umd.cs.findbugs.ba.bcp.PatternElement",83,16,15,21,7,4,5,10,6
"edu.umd.cs.findbugs.ba.npe.ReturnPathTypeAnalysis",83,16,16,17,10,9,1,10,3
"edu.umd.cs.findbugs.model.MovedClassMap",83,7,4,16,11,5,1,11,4
"edu.umd.cs.findbugs.ba.LineNumberMap",83,5,4,18,6,1,0,3,5
"edu.umd.cs.findbugs.cloud.MutableCloudTask",82,15,13,21,3,0,1,2,7
"edu.umd.cs.findbugs.ba.heap.FieldSet",81,15,15,24,3,1,1,2,2
"edu.umd.cs.findbugs.anttask.MineBugHistoryTask",81,13,8,21,2,0,0,3,5
"edu.umd.cs.findbugs.ba.vna.ValueNumberCache",81,6,6,17,5,1,1,3,5
"edu.umd.cs.findbugs.util.JavaWebStart",81,4,2,5,6,0,2,0,3
"edu.umd.cs.findbugs.detect.StreamFrameModelingVisitor",81,3,2,26,11,6,1,9,3
"edu.umd.cs.findbugs.detect.CheckCalls",80,4,3,13,17,12,0,16,3
"edu.umd.cs.findbugs.LaunchAppropriateUI",80,3,3,19,5,0,1,8,7
"edu.umd.cs.findbugs.ByteCodePatternDetector",79,7,5,19,11,7,1,13,2
"edu.umd.cs.findbugs.tools.ComparePerfomance",79,5,6,12,13,1,1,8,2
"edu.umd.cs.findbugs.detect.FindSpinLoop",79,3,3,25,7,6,0,9,5
"edu.umd.cs.findbugs.detect.QuestionableBooleanAssignment",78,3,3,21,5,4,0,7,9
"edu.umd.cs.findbugs.ba.BasicAbstractDataflowAnalysis",77,14,13,17,5,2,4,5,2
"edu.umd.cs.findbugs.ClassScreener",77,7,6,20,3,0,5,6,5
"edu.umd.cs.findbugs.detect.TrainLongInstantfParams",77,6,4,18,14,10,0,17,1
"edu.umd.cs.findbugs.detect.BadResultSetAccess",77,3,3,18,10,6,0,10,3
"edu.umd.cs.findbugs.ba.StackDepthAnalysis",76,10,10,18,4,0,0,1,3
"edu.umd.cs.findbugs.gui2.PropertiesDialog",76,5,4,3,12,0,1,6,3
"edu.umd.cs.findbugs.detect.FindUselessControlFlow",76,4,4,15,10,5,0,9,2
"edu.umd.cs.findbugs.detect.FindLocalSelfAssignment2",76,3,3,19,10,8,0,11,5
"edu.umd.cs.findbugs.DelegatingBugReporter",75,16,15,17,5,3,5,4,1
"edu.umd.cs.findbugs.filter.MethodMatcher",75,7,7,21,7,6,1,11,0
"edu.umd.cs.findbugs.detect.SuperfluousInstanceOf",75,4,4,16,9,5,0,8,6
"edu.umd.cs.findbugs.filter.RelationalOp",74,13,11,8,4,0,1,2,9
"edu.umd.cs.findbugs.filter.NameMatch",74,8,8,19,3,1,7,3,3
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierDataflowFactory",74,6,3,10,12,10,2,12,5
"edu.umd.cs.findbugs.util.EditDistance",74,6,4,14,0,0,3,4,1
"edu.umd.cs.findbugs.ba.OpcodeStackScanner",73,8,8,19,6,3,2,7,9
"edu.umd.cs.findbugs.util.WriteOnceProperties",73,8,7,20,3,0,1,7,3
"edu.umd.cs.findbugs.filter.BugMatcher",73,7,7,14,4,3,2,8,4
"edu.umd.cs.findbugs.anttask.UnionBugs",73,6,3,12,11,1,0,5,2
"edu.umd.cs.findbugs.RecursiveFileSearch",73,5,4,14,9,0,2,8,6
"edu.umd.cs.findbugs.detect.MethodReturnValueStreamFactory",73,3,3,9,11,4,30,6,6
"edu.umd.cs.findbugs.sourceViewer.DocumentCharacterIterator",72,11,11,13,4,0,1,0,4
"edu.umd.cs.findbugs.ba.jsr305.null",72,8,7,1,1,0,0,0,5
"edu.umd.cs.findbugs.filter.SourceMatcherTest",72,5,4,5,11,5,0,7,2
"edu.umd.cs.findbugs.gui2.BugRenderer",72,4,4,10,10,2,2,3,0
"edu.umd.cs.findbugs.detect.InefficientMemberAccess",72,3,3,16,10,8,0,11,3
"edu.umd.cs.findbugs.detect.InstantiateStaticClass",72,3,2,25,8,7,0,10,1
"edu.umd.cs.findbugs.detect.SynchronizeAndNullCheckField",72,3,3,23,5,4,0,5,4
"edu.umd.cs.findbugs.classfile.engine.bcel.LoadedFieldSetFactory",72,2,2,11,17,8,1,9,1
"edu.umd.cs.findbugs.ba.obl.ObligationPolicyDatabase",71,9,9,16,9,2,4,4,5
"edu.umd.cs.findbugs.filter.NotMatcherTest",71,9,8,9,8,3,0,5,2
"edu.umd.cs.findbugs.ba.SimplePathEnumerator",71,5,4,15,4,1,0,5,8
"edu.umd.cs.findbugs.sourceViewer.NumberedParagraphView",71,4,4,11,10,1,1,4,3
"edu.umd.cs.findbugs.ba.Location",70,12,12,16,3,0,96,2,3
"edu.umd.cs.findbugs.filter.SignatureUtil",70,4,2,15,2,0,0,2,0
"edu.umd.cs.findbugs.ba.UnresolvedXField",69,10,8,16,11,5,2,10,0
"edu.umd.cs.findbugs.detect.BuildInterproceduralCallGraph",69,6,5,14,13,11,0,14,2
"edu.umd.cs.findbugs.classfile.impl.NestedZipFileCodeBase",69,5,5,10,12,6,1,7,4
"edu.umd.cs.findbugs.detect.IteratorIdioms",69,5,5,19,11,9,0,12,5
"edu.umd.cs.findbugs.detect.FindNakedNotify",69,4,4,7,6,4,0,6,4
"edu.umd.cs.findbugs.ComponentPlugin",68,12,12,14,1,0,4,3,9
"edu.umd.cs.findbugs.ba.npe.ReturnPathTypeTest",68,11,10,11,3,1,0,2,3
"edu.umd.cs.findbugs.classfile.impl.ClassFactory",68,9,6,14,13,10,3,12,1
"edu.umd.cs.findbugs.JavaVersion",68,8,8,11,2,0,4,3,6
"edu.umd.cs.findbugs.ba.jsr305.ValidatorClassLoader",68,4,2,13,2,1,1,7,1
"edu.umd.cs.findbugs.detect.FindFinalizeInvocations",68,4,4,24,9,7,0,11,4
"edu.umd.cs.findbugs.BugCategory",67,16,16,17,0,0,2,2,5
"edu.umd.cs.findbugs.classfile.impl.AbstractScannableCodeBase",67,12,12,19,6,4,4,7,5
"edu.umd.cs.findbugs.filter.CompoundMatcher",67,11,8,17,6,1,4,4,1
"edu.umd.cs.findbugs.TextUIProgressCallback",67,11,8,14,1,0,1,3,5
"edu.umd.cs.findbugs.detect.UnreadFieldsData",67,9,9,9,11,5,3,5,26
"edu.umd.cs.findbugs.plan.AnalysisPass",67,9,9,15,9,4,3,5,2
"edu.umd.cs.findbugs.ba.vna.ValueNumberFactory",67,7,7,15,6,0,3,2,2
"edu.umd.cs.findbugs.detect.BadlyOverriddenAdapter",67,4,4,14,7,3,0,6,4
"edu.umd.cs.findbugs.HTMLBugReporter",67,4,3,5,11,0,3,3,2
"edu.umd.cs.findbugs.ba.npe.IsNullConditionDecision",66,8,8,14,5,4,2,6,3
"edu.umd.cs.findbugs.gui2.FilterFromBugPicker",66,6,3,12,14,3,1,7,5
"edu.umd.cs.findbugs.classfile.ReflectionDatabaseFactory",66,5,3,9,4,0,1,4,1
"edu.umd.cs.findbugs.ba.JCIPAnnotationDatabase",65,10,8,15,5,0,4,1,2
"edu.umd.cs.findbugs.ba.CFGPrinter",65,9,8,17,4,0,3,1,2
"edu.umd.cs.findbugs.ba.vna.AvailableLoad",65,9,9,20,1,1,8,3,2
"edu.umd.cs.findbugs.ClassScreenerTest",65,7,3,7,2,0,0,3,16
"edu.umd.cs.findbugs.workflow.ObfuscateBugs",65,6,6,15,8,7,0,9,1
"edu.umd.cs.findbugs.classfile.engine.bcel.EngineRegistrar",65,1,1,4,20,18,1,19,3
"edu.umd.cs.findbugs.workflow.CountByPackagePrefix",65,0,1,14,10,6,0,10,1
"edu.umd.cs.findbugs.cloud.CloudPluginBuilder",64,13,13,13,2,2,3,2,10
"edu.umd.cs.findbugs.ba.obl.MatchMethodEntry",64,7,7,12,9,6,2,7,7
"edu.umd.cs.findbugs.util.FutureValue",64,7,7,15,4,0,3,1,3
"edu.umd.cs.findbugs.ba.jsr305.ValidationSecurityManagerTest",64,6,6,6,8,0,0,4,1
"edu.umd.cs.findbugs.ba.type.FieldStoreType",64,5,4,13,8,3,2,6,2
"edu.umd.cs.findbugs.detect.FinalizerNullsFields",64,5,5,16,7,4,0,6,6
"edu.umd.cs.findbugs.detect.MutableLock",64,5,5,17,9,4,0,7,4
"edu.umd.cs.findbugs.L10N",64,3,1,9,6,1,9,3,5
"edu.umd.cs.findbugs.detect.DeadLocalStoreProperty",64,1,0,1,2,2,28,3,28
"edu.umd.cs.findbugs.ba.BlockTypeAnalysis",63,11,11,14,4,0,1,1,1
"edu.umd.cs.findbugs.asm.FBClassReader",63,9,8,12,6,1,5,5,2
"edu.umd.cs.findbugs.ba.CheckReturnValueAnnotation",63,6,4,10,2,1,11,4,12
"edu.umd.cs.findbugs.detect.PublicSemaphores",63,4,4,17,8,5,0,8,5
"edu.umd.cs.findbugs.ba.jsr305.BackwardTypeQualifierDataflowFactory",63,3,1,4,14,12,2,13,0
"edu.umd.cs.findbugs.detect.CalledMethods",63,3,3,21,9,8,0,10,4
"edu.umd.cs.findbugs.tools.CheckClassfileVersion",63,1,1,15,6,0,0,8,0
"edu.umd.cs.findbugs.ba.constant.Constant",62,11,11,22,1,0,9,3,2
"edu.umd.cs.findbugs.xml.XMLAttributeList",62,9,9,13,6,1,27,5,3
"edu.umd.cs.findbugs.ba.constant.ConstantFrameModelingVisitor",62,8,8,9,8,1,1,2,0
"edu.umd.cs.findbugs.ba.type.ExceptionObjectType",62,7,6,13,3,0,1,6,2
"edu.umd.cs.findbugs.detect.AppendingToAnObjectOutputStream",62,4,4,22,8,6,0,9,2
"edu.umd.cs.findbugs.detect.MutableEnum",62,4,4,22,7,5,0,6,2
"edu.umd.cs.findbugs.log.YourKitController",62,4,4,6,3,1,1,4,4
"edu.umd.cs.findbugs.FindBugsMessageFormat",62,3,3,12,0,0,9,4,1
"edu.umd.cs.findbugs.cloud.CloudPlugin",61,12,12,12,2,2,15,4,9
"edu.umd.cs.findbugs.graph.AbstractEdge",61,12,12,14,0,0,5,3,5
"edu.umd.cs.findbugs.util.MultiMap",61,10,9,14,4,0,8,4,2
"edu.umd.cs.findbugs.util.MergeMap",61,9,7,14,3,0,0,5,1
"edu.umd.cs.findbugs.gui2.CloudCommentsPaneSwing",61,8,4,6,9,1,1,6,0
"edu.umd.cs.findbugs.io.SlowInputStream",61,7,6,12,3,0,0,3,3
"edu.umd.cs.findbugs.ba.npe.UsagesRequiringNonNullValues",61,6,6,12,10,5,5,7,3
"edu.umd.cs.findbugs.detect.BadAppletConstructor",61,5,5,16,8,4,0,6,3
"edu.umd.cs.findbugs.detect.StartInConstructor",61,4,4,14,14,11,0,14,2
"edu.umd.cs.findbugs.detect.DontCatchIllegalMonitorStateException",60,5,5,14,10,6,0,11,4
"edu.umd.cs.findbugs.workflow.DefectDensity",60,2,2,17,6,5,0,12,0
"edu.umd.cs.findbugs.workflow.BackdateHistoryUsingSource",60,0,1,12,12,9,0,10,1
"edu.umd.cs.findbugs.ba.npe.ReturnPathType",59,10,10,18,1,1,8,2,4
"edu.umd.cs.findbugs.filter.MemberMatcher",59,6,6,13,2,1,2,4,3
"edu.umd.cs.findbugs.SuppressionMatcher",59,5,5,13,7,2,2,3,3
"edu.umd.cs.findbugs.ba.JavaClassAndMethod",58,10,9,16,6,2,15,4,2
"edu.umd.cs.findbugs.classfile.impl.SingleFileCodeBaseEntry",58,10,10,13,7,5,3,7,2
"edu.umd.cs.findbugs.filter.FieldMatcher",58,6,6,17,6,5,1,9,0
"edu.umd.cs.findbugs.detect.IDivResultCastToDouble",58,4,4,23,9,7,0,10,4
"edu.umd.cs.findbugs.detect.CbeckMustOverrideSuperAnnotation",58,3,3,13,11,9,0,11,4
"edu.umd.cs.findbugs.detect.FindBadForLoop",58,3,3,27,7,5,0,8,3
"edu.umd.cs.findbugs.classfile.impl.DelegatingCodeBaseEntry",57,10,10,12,7,5,2,7,2
"edu.umd.cs.findbugs.ba.bcp.ByteCodePattern",57,8,5,15,0,0,2,2,4
"edu.umd.cs.findbugs.ba.constant.ConstantAnalysis",57,6,5,10,8,6,1,7,2
"edu.umd.cs.findbugs.detect.DoInsideDoPrivileged",57,4,4,17,8,5,0,7,2
"edu.umd.cs.findbugs.CheckBcel",57,3,1,8,1,0,0,4,5
"edu.umd.cs.findbugs.detect.PreferZeroLengthArrays",57,3,3,11,8,5,0,8,3
"edu.umd.cs.findbugs.classfile.impl.ZipInputStreamCodeBaseEntry",56,10,10,12,6,2,2,5,3
"edu.umd.cs.findbugs.gui2.CheckBoxList",56,5,5,8,10,0,2,5,1
"edu.umd.cs.findbugs.detect.IntCast2LongAsInstant",56,4,4,21,9,8,0,9,3
"edu.umd.cs.findbugs.AnalysisCacheToRepositoryAdapter",54,8,8,9,9,5,2,9,0
"edu.umd.cs.findbugs.gui2.RecentMenu",54,5,5,12,3,0,1,4,3
"edu.umd.cs.findbugs.detect.ComparatorIdiom",54,4,4,14,10,8,0,11,1
"edu.umd.cs.findbugs.detect.FindUnsyncGet",54,4,4,11,9,4,0,8,5
"edu.umd.cs.findbugs.detect.NoteJCIPAnnotation",54,4,4,9,13,10,0,14,2
"edu.umd.cs.findbugs.filter.TypeMatcher",54,4,4,14,6,5,1,7,3
"edu.umd.cs.findbugs.detect.IOStreamFactory",54,3,3,9,8,4,5,5,3
"edu.umd.cs.findbugs.model.RegenerateClassFeatures",54,3,4,8,10,2,1,8,2
"edu.umd.cs.findbugs.classfile.engine.bcel.MethodGenFactory",54,2,2,13,12,8,1,10,0
"edu.umd.cs.findbugs.ba.ReturnPathAnalysis",53,10,10,12,1,0,1,2,0
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierAnnotationLookupResult",53,9,8,11,4,1,2,5,3
"edu.umd.cs.findbugs.tools.html.PlainPrintBugDescriptions",53,9,2,11,5,2,2,4,2
"edu.umd.cs.findbugs.gui2.OSXAdapter",53,7,6,10,2,0,1,2,3
"edu.umd.cs.findbugs.ba.ReturnPath",53,7,7,12,0,0,3,1,7
"edu.umd.cs.findbugs.ba.AbstractDataflowAnalysis",53,5,5,16,5,1,4,5,1
"edu.umd.cs.findbugs.detect.TestASM",53,5,5,11,10,6,0,9,2
"edu.umd.cs.findbugs.ba.LockChecker",53,3,3,11,9,5,2,5,5
"edu.umd.cs.findbugs.detect.RedundantInterfaces",53,3,3,11,10,6,0,11,1
"edu.umd.cs.findbugs.BugProperty",52,10,9,10,5,3,2,10,6
"edu.umd.cs.findbugs.ba.vna.LoadedFieldSet",52,9,9,10,6,1,4,2,4
"edu.umd.cs.findbugs.classfile.impl.DirectoryCodeBaseEntry",52,9,9,11,6,3,2,7,2
"edu.umd.cs.findbugs.ml.SplitCamelCaseIdentifierTest",52,8,6,9,4,1,0,4,6
"edu.umd.cs.findbugs.ProgramPoint",52,6,6,14,1,1,5,2,2
"edu.umd.cs.findbugs.gui2.NewFilterFromBug",52,5,3,4,9,1,1,5,1
"edu.umd.cs.findbugs.ba.jsr305.TypeQualifierDatabase",52,5,5,11,5,3,1,4,4
"edu.umd.cs.findbugs.detect.InconsistentAnnotations",52,3,3,9,18,15,0,17,2
"edu.umd.cs.findbugs.classfile.engine.bcel.ValueNumberDataflowFactory",52,2,2,6,16,13,1,15,0
"edu.umd.cs.findbugs.ba.bcp.MatchAny",51,7,7,11,6,3,0,4,1
"edu.umd.cs.findbugs.detect.NoteAnnotationRetention",51,6,6,11,12,8,0,13,1
"edu.umd.cs.findbugs.AddAnnotation",51,5,6,10,4,0,1,6,3
"edu.umd.cs.findbugs.filter.ClassMatcher",51,5,5,12,7,6,2,9,3
"edu.umd.cs.findbugs.FindBugsMain",51,5,5,8,3,0,2,3,6
"edu.umd.cs.findbugs.detect.FindRunInvocations",51,4,3,15,7,6,0,10,3
"edu.umd.cs.findbugs.xml.XPathFind",51,4,3,6,7,0,0,5,1
"edu.umd.cs.findbugs.classfile.engine.bcel.ObligationDataflowFactory",51,2,2,3,17,16,1,18,1
"edu.umd.cs.findbugs.classfile.impl.ZipFileCodeBaseEntry",50,9,9,11,5,2,2,5,2
"edu.umd.cs.findbugs.ba.bcp.FieldVariable",50,8,8,10,2,1,6,5,4
"edu.umd.cs.findbugs.ba.DebugRepositoryLookupFailureCallback",50,5,5,9,4,3,0,9,0
"edu.umd.cs.findbugs.ba.type.FieldStoreTypeDatabase",50,3,1,9,9,3,3,6,1
"edu.umd.cs.findbugs.detect.InefficientIndexOf",50,3,3,15,9,7,0,9,2
"edu.umd.cs.findbugs.workflow.SourceSearcher",50,3,3,9,6,3,1,4,3
"edu.umd.cs.findbugs.util.SplitCamelCaseIdentifier",50,2,2,11,4,0,4,4,1
